item_id,version,status,blueprint_version,major_category,subcategory,difficulty,tags_anatomy_region,tags_physics_concept,tags_positioning_theme,tags_clinical_concept,tags_imaging_system,stem,option_a,option_b,option_c,option_d,correct_option,explanation,author,last_updated,question_type,correct_options,image_path
S5-0427,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",3,pelvis/sacrum,,AP axial,,general radiography,"For an AP axial sacrum, the central ray is directed:",Cephalad to the sacrum to project it free of the pubic symphysis,Caudad to the sacrum to magnify it,Laterally toward the left,Perpendicular with no angulation,A,AP axial sacrum commonly uses cephalad angulation to project sacrum above the pubic symphysis.,chatgpt,2026-03-01,single,A,
S5-0428,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",2,head,,Towne,,general radiography,"For an AP axial (Towne) skull projection, the central ray is directed:",Caudad (toward the feet) relative to the OML,Cephalad (toward the head) relative to the OML,Perpendicular to the IR with no angulation,Laterally toward the left side,A,Towne is an AP axial skull projection with caudad angulation relative to OML (commonly adjusted per protocol).,chatgpt,2026-03-01,single,A,
S5-0429,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",3,spine,,swimmer's,,general radiography,A swimmer’s lateral projection is primarily used to demonstrate:,C7–T1 junction,Odontoid process,L5–S1 junction,Sacroiliac joints,A,Swimmer’s lateral helps visualize the cervicothoracic junction when shoulders obscure it.,chatgpt,2026-03-01,single,A,
S5-0430,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",3,spine,,swimmer's,,general radiography,A swimmer’s lateral projection is primarily used to demonstrate:,C7–T1 junction,Odontoid process,L5–S1 junction,Sacroiliac joints,A,Swimmer’s lateral helps visualize the cervicothoracic junction when shoulders obscure it.,chatgpt,2026-03-01,single,A,
S5-0431,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",3,cervical spine,,open mouth,,general radiography,"For an AP open mouth (C1-C2) projection, which structure should be visualized through the open mouth?",Dens (odontoid) and lateral masses of C1,C7-T1 junction,Mandibular rami,Sacroiliac joints,A,Open mouth aims to show dens and lateral masses of C1 with minimal superimposition.,chatgpt,2026-03-01,single,A,
S5-0432,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",3,pelvis/sacrum,,AP axial,,general radiography,"For an AP axial sacrum, the central ray is directed:",Cephalad to the sacrum to project it free of the pubic symphysis,Caudad to the sacrum to magnify it,Laterally toward the left,Perpendicular with no angulation,A,AP axial sacrum commonly uses cephalad angulation to project sacrum above the pubic symphysis.,chatgpt,2026-03-01,single,A,
S5-0433,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",4,cervical spine,,open mouth,,general radiography,"For an AP open mouth (C1-C2) projection, which structure should be visualized through the open mouth?",Dens (odontoid) and lateral masses of C1,C7-T1 junction,Mandibular rami,Sacroiliac joints,A,Open mouth aims to show dens and lateral masses of C1 with minimal superimposition.,chatgpt,2026-03-01,single,A,
S5-0434,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",3,pelvis/hip,,trauma,,general radiography,"For a cross-table lateral hip (trauma), the unaffected leg should be positioned:",Elevated and flexed out of the way to avoid superimposition,Extended straight and parallel to affected leg,Placed in a frog-leg position,Rotated internally 15–20°,A,Cross-table lateral hip requires moving the unaffected leg out of the field to prevent superimposition.,chatgpt,2026-03-01,single,A,
S5-0435,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",2,pelvis/sacrum,,AP axial,,general radiography,"For an AP axial sacrum, the central ray is directed:",Cephalad to the sacrum to project it free of the pubic symphysis,Caudad to the sacrum to magnify it,Laterally toward the left,Perpendicular with no angulation,A,AP axial sacrum commonly uses cephalad angulation to project sacrum above the pubic symphysis.,chatgpt,2026-03-01,single,A,
S5-0436,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",2,pelvis/sacrum,,AP axial,,general radiography,"For an AP axial sacrum, the central ray is directed:",Cephalad to the sacrum to project it free of the pubic symphysis,Caudad to the sacrum to magnify it,Laterally toward the left,Perpendicular with no angulation,A,AP axial sacrum commonly uses cephalad angulation to project sacrum above the pubic symphysis.,chatgpt,2026-03-01,single,A,
S5-0437,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",2,cervical spine,,open mouth,,general radiography,"For an AP open mouth (C1-C2) projection, which structure should be visualized through the open mouth?",Dens (odontoid) and lateral masses of C1,C7-T1 junction,Mandibular rami,Sacroiliac joints,A,Open mouth aims to show dens and lateral masses of C1 with minimal superimposition.,chatgpt,2026-03-01,single,A,
S5-0438,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",2,cervical spine,,open mouth,,general radiography,"For an AP open mouth (C1-C2) projection, which structure should be visualized through the open mouth?",Dens (odontoid) and lateral masses of C1,C7-T1 junction,Mandibular rami,Sacroiliac joints,A,Open mouth aims to show dens and lateral masses of C1 with minimal superimposition.,chatgpt,2026-03-01,single,A,
S5-0439,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",4,spine,,swimmer's,,general radiography,A swimmer’s lateral projection is primarily used to demonstrate:,C7–T1 junction,Odontoid process,L5–S1 junction,Sacroiliac joints,A,Swimmer’s lateral helps visualize the cervicothoracic junction when shoulders obscure it.,chatgpt,2026-03-01,single,A,
S5-0440,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",3,pelvis/hip,,trauma,,general radiography,"For a cross-table lateral hip (trauma), the unaffected leg should be positioned:",Elevated and flexed out of the way to avoid superimposition,Extended straight and parallel to affected leg,Placed in a frog-leg position,Rotated internally 15–20°,A,Cross-table lateral hip requires moving the unaffected leg out of the field to prevent superimposition.,chatgpt,2026-03-01,single,A,
S5-0441,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",3,pelvis/hip,,trauma,,general radiography,"For a cross-table lateral hip (trauma), the unaffected leg should be positioned:",Elevated and flexed out of the way to avoid superimposition,Extended straight and parallel to affected leg,Placed in a frog-leg position,Rotated internally 15–20°,A,Cross-table lateral hip requires moving the unaffected leg out of the field to prevent superimposition.,chatgpt,2026-03-01,single,A,
S5-0442,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",2,spine,,swimmer's,,general radiography,A swimmer’s lateral projection is primarily used to demonstrate:,C7–T1 junction,Odontoid process,L5–S1 junction,Sacroiliac joints,A,Swimmer’s lateral helps visualize the cervicothoracic junction when shoulders obscure it.,chatgpt,2026-03-01,single,A,
S5-0443,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",4,head,,Towne,,general radiography,"For an AP axial (Towne) skull projection, the central ray is directed:",Caudad (toward the feet) relative to the OML,Cephalad (toward the head) relative to the OML,Perpendicular to the IR with no angulation,Laterally toward the left side,A,Towne is an AP axial skull projection with caudad angulation relative to OML (commonly adjusted per protocol).,chatgpt,2026-03-01,single,A,
S5-0444,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",3,spine,,swimmer's,,general radiography,A swimmer’s lateral projection is primarily used to demonstrate:,C7–T1 junction,Odontoid process,L5–S1 junction,Sacroiliac joints,A,Swimmer’s lateral helps visualize the cervicothoracic junction when shoulders obscure it.,chatgpt,2026-03-01,single,A,
S5-0445,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",2,pelvis/sacrum,,AP axial,,general radiography,"For an AP axial sacrum, the central ray is directed:",Cephalad to the sacrum to project it free of the pubic symphysis,Caudad to the sacrum to magnify it,Laterally toward the left,Perpendicular with no angulation,A,AP axial sacrum commonly uses cephalad angulation to project sacrum above the pubic symphysis.,chatgpt,2026-03-01,single,A,
S5-0446,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",2,spine,,swimmer's,,general radiography,A swimmer’s lateral projection is primarily used to demonstrate:,C7–T1 junction,Odontoid process,L5–S1 junction,Sacroiliac joints,A,Swimmer’s lateral helps visualize the cervicothoracic junction when shoulders obscure it.,chatgpt,2026-03-01,single,A,
S5-0447,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",3,cervical spine,,open mouth,,general radiography,"For an AP open mouth (C1-C2) projection, which structure should be visualized through the open mouth?",Dens (odontoid) and lateral masses of C1,C7-T1 junction,Mandibular rami,Sacroiliac joints,A,Open mouth aims to show dens and lateral masses of C1 with minimal superimposition.,chatgpt,2026-03-01,single,A,
S5-0448,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",3,cervical spine,,open mouth,,general radiography,"For an AP open mouth (C1-C2) projection, which structure should be visualized through the open mouth?",Dens (odontoid) and lateral masses of C1,C7-T1 junction,Mandibular rami,Sacroiliac joints,A,Open mouth aims to show dens and lateral masses of C1 with minimal superimposition.,chatgpt,2026-03-01,single,A,
S5-0449,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",3,pelvis/hip,,trauma,,general radiography,"For a cross-table lateral hip (trauma), the unaffected leg should be positioned:",Elevated and flexed out of the way to avoid superimposition,Extended straight and parallel to affected leg,Placed in a frog-leg position,Rotated internally 15–20°,A,Cross-table lateral hip requires moving the unaffected leg out of the field to prevent superimposition.,chatgpt,2026-03-01,single,A,
S5-0450,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",3,spine,,swimmer's,,general radiography,A swimmer’s lateral projection is primarily used to demonstrate:,C7–T1 junction,Odontoid process,L5–S1 junction,Sacroiliac joints,A,Swimmer’s lateral helps visualize the cervicothoracic junction when shoulders obscure it.,chatgpt,2026-03-01,single,A,
S5-0451,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",3,pelvis/sacrum,,AP axial,,general radiography,"For an AP axial sacrum, the central ray is directed:",Cephalad to the sacrum to project it free of the pubic symphysis,Caudad to the sacrum to magnify it,Laterally toward the left,Perpendicular with no angulation,A,AP axial sacrum commonly uses cephalad angulation to project sacrum above the pubic symphysis.,chatgpt,2026-03-01,single,A,
S5-0452,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",4,head,,Towne,,general radiography,"For an AP axial (Towne) skull projection, the central ray is directed:",Caudad (toward the feet) relative to the OML,Cephalad (toward the head) relative to the OML,Perpendicular to the IR with no angulation,Laterally toward the left side,A,Towne is an AP axial skull projection with caudad angulation relative to OML (commonly adjusted per protocol).,chatgpt,2026-03-01,single,A,
S5-0453,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",2,head,,Towne,,general radiography,"For an AP axial (Towne) skull projection, the central ray is directed:",Caudad (toward the feet) relative to the OML,Cephalad (toward the head) relative to the OML,Perpendicular to the IR with no angulation,Laterally toward the left side,A,Towne is an AP axial skull projection with caudad angulation relative to OML (commonly adjusted per protocol).,chatgpt,2026-03-01,single,A,
S5-0454,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",4,cervical spine,,open mouth,,general radiography,"For an AP open mouth (C1-C2) projection, which structure should be visualized through the open mouth?",Dens (odontoid) and lateral masses of C1,C7-T1 junction,Mandibular rami,Sacroiliac joints,A,Open mouth aims to show dens and lateral masses of C1 with minimal superimposition.,chatgpt,2026-03-01,single,A,
S5-0455,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",4,pelvis/hip,,trauma,,general radiography,"For a cross-table lateral hip (trauma), the unaffected leg should be positioned:",Elevated and flexed out of the way to avoid superimposition,Extended straight and parallel to affected leg,Placed in a frog-leg position,Rotated internally 15–20°,A,Cross-table lateral hip requires moving the unaffected leg out of the field to prevent superimposition.,chatgpt,2026-03-01,single,A,
S5-0456,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",3,spine,,swimmer's,,general radiography,A swimmer’s lateral projection is primarily used to demonstrate:,C7–T1 junction,Odontoid process,L5–S1 junction,Sacroiliac joints,A,Swimmer’s lateral helps visualize the cervicothoracic junction when shoulders obscure it.,chatgpt,2026-03-01,single,A,
S5-0457,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,3,abdomen,,upright abdomen,,general radiography,"For an AP abdomen upright, the primary reason for the upright position is to demonstrate:",Air-fluid levels and free intraperitoneal air,Better visualization of kidneys,Reduced magnification of the heart,Improved visualization of femoral heads,A,Upright abdomen helps show air-fluid levels and free air under the diaphragm.,chatgpt,2026-03-01,single,A,
S5-0458,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,3,abdomen,,upright abdomen,,general radiography,"For an AP abdomen upright, the primary reason for the upright position is to demonstrate:",Air-fluid levels and free intraperitoneal air,Better visualization of kidneys,Reduced magnification of the heart,Improved visualization of femoral heads,A,Upright abdomen helps show air-fluid levels and free air under the diaphragm.,chatgpt,2026-03-01,single,A,
S5-0459,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,2,thorax,,PA chest,,general radiography,"For a PA chest radiograph, the shoulders should be rolled forward primarily to:",Move scapulae laterally off the lung fields,Increase OID to magnify the heart,Reduce motion blur,Increase scatter to improve contrast,A,"Rolling shoulders forward moves scapulae laterally, improving visualization of lungs.",chatgpt,2026-03-01,single,A,
S5-0460,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,3,thorax,,decubitus,,general radiography,Which projection is most appropriate to demonstrate pleural effusion layering?,Lateral decubitus with horizontal beam,AP supine,PA erect,AP lordotic,A,Decubitus with horizontal beam demonstrates fluid layering (dependent side).,chatgpt,2026-03-01,single,A,
S5-0461,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,2,GI,,contrast studies,,fluoroscopy,"In a double-contrast barium enema, the purpose of adding air after barium is to:",Distend the colon and coat mucosa for improved detail,Reduce patient dose,Decrease contrast resolution,Eliminate the need for compression,A,Air distends the colon and enhances mucosal coating/detail with barium.,chatgpt,2026-03-01,single,A,
S5-0462,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,3,thorax,,decubitus,,general radiography,Which projection is most appropriate to demonstrate pleural effusion layering?,Lateral decubitus with horizontal beam,AP supine,PA erect,AP lordotic,A,Decubitus with horizontal beam demonstrates fluid layering (dependent side).,chatgpt,2026-03-01,single,A,
S5-0463,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,4,thorax,,decubitus,,general radiography,Which projection is most appropriate to demonstrate pleural effusion layering?,Lateral decubitus with horizontal beam,AP supine,PA erect,AP lordotic,A,Decubitus with horizontal beam demonstrates fluid layering (dependent side).,chatgpt,2026-03-01,single,A,
S5-0464,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,4,abdomen,,upright abdomen,,general radiography,"For an AP abdomen upright, the primary reason for the upright position is to demonstrate:",Air-fluid levels and free intraperitoneal air,Better visualization of kidneys,Reduced magnification of the heart,Improved visualization of femoral heads,A,Upright abdomen helps show air-fluid levels and free air under the diaphragm.,chatgpt,2026-03-01,single,A,
S5-0465,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,3,abdomen,,upright abdomen,,general radiography,"For an AP abdomen upright, the primary reason for the upright position is to demonstrate:",Air-fluid levels and free intraperitoneal air,Better visualization of kidneys,Reduced magnification of the heart,Improved visualization of femoral heads,A,Upright abdomen helps show air-fluid levels and free air under the diaphragm.,chatgpt,2026-03-01,single,A,
S5-0466,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,2,abdomen,,upright abdomen,,general radiography,"For an AP abdomen upright, the primary reason for the upright position is to demonstrate:",Air-fluid levels and free intraperitoneal air,Better visualization of kidneys,Reduced magnification of the heart,Improved visualization of femoral heads,A,Upright abdomen helps show air-fluid levels and free air under the diaphragm.,chatgpt,2026-03-01,single,A,
S5-0467,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,2,thorax,,decubitus,,general radiography,Which projection is most appropriate to demonstrate pleural effusion layering?,Lateral decubitus with horizontal beam,AP supine,PA erect,AP lordotic,A,Decubitus with horizontal beam demonstrates fluid layering (dependent side).,chatgpt,2026-03-01,single,A,
S5-0468,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,2,thorax,,sternum,,general radiography,"For a lateral sternum, which positioning helps move the sternum off the thoracic spine?",RAO positioning (slight obliquity) to project sternum into the heart shadow,LAO positioning to project sternum over the spine,AP supine to reduce OID,PA prone to magnify the sternum,A,Slight RAO helps project sternum over the heart shadow and away from the spine.,chatgpt,2026-03-01,single,A,
S5-0469,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,3,thorax,,sternum,,general radiography,"For a lateral sternum, which positioning helps move the sternum off the thoracic spine?",RAO positioning (slight obliquity) to project sternum into the heart shadow,LAO positioning to project sternum over the spine,AP supine to reduce OID,PA prone to magnify the sternum,A,Slight RAO helps project sternum over the heart shadow and away from the spine.,chatgpt,2026-03-01,single,A,
S5-0470,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,3,GI,,contrast studies,,fluoroscopy,"In a double-contrast barium enema, the purpose of adding air after barium is to:",Distend the colon and coat mucosa for improved detail,Reduce patient dose,Decrease contrast resolution,Eliminate the need for compression,A,Air distends the colon and enhances mucosal coating/detail with barium.,chatgpt,2026-03-01,single,A,
S5-0471,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,2,thorax,,PA chest,,general radiography,"For a PA chest radiograph, the shoulders should be rolled forward primarily to:",Move scapulae laterally off the lung fields,Increase OID to magnify the heart,Reduce motion blur,Increase scatter to improve contrast,A,"Rolling shoulders forward moves scapulae laterally, improving visualization of lungs.",chatgpt,2026-03-01,single,A,
S5-0472,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,2,abdomen,,upright abdomen,,general radiography,"For an AP abdomen upright, the primary reason for the upright position is to demonstrate:",Air-fluid levels and free intraperitoneal air,Better visualization of kidneys,Reduced magnification of the heart,Improved visualization of femoral heads,A,Upright abdomen helps show air-fluid levels and free air under the diaphragm.,chatgpt,2026-03-01,single,A,
S5-0473,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,2,abdomen,,upright abdomen,,general radiography,"For an AP abdomen upright, the primary reason for the upright position is to demonstrate:",Air-fluid levels and free intraperitoneal air,Better visualization of kidneys,Reduced magnification of the heart,Improved visualization of femoral heads,A,Upright abdomen helps show air-fluid levels and free air under the diaphragm.,chatgpt,2026-03-01,single,A,
S5-0474,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,3,abdomen,,upright abdomen,,general radiography,"For an AP abdomen upright, the primary reason for the upright position is to demonstrate:",Air-fluid levels and free intraperitoneal air,Better visualization of kidneys,Reduced magnification of the heart,Improved visualization of femoral heads,A,Upright abdomen helps show air-fluid levels and free air under the diaphragm.,chatgpt,2026-03-01,single,A,
S5-0475,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,3,abdomen,,upright abdomen,,general radiography,"For an AP abdomen upright, the primary reason for the upright position is to demonstrate:",Air-fluid levels and free intraperitoneal air,Better visualization of kidneys,Reduced magnification of the heart,Improved visualization of femoral heads,A,Upright abdomen helps show air-fluid levels and free air under the diaphragm.,chatgpt,2026-03-01,single,A,
S5-0476,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,4,thorax,,decubitus,,general radiography,Which projection is most appropriate to demonstrate pleural effusion layering?,Lateral decubitus with horizontal beam,AP supine,PA erect,AP lordotic,A,Decubitus with horizontal beam demonstrates fluid layering (dependent side).,chatgpt,2026-03-01,single,A,
S5-0477,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,2,GI,,contrast studies,,fluoroscopy,"In a double-contrast barium enema, the purpose of adding air after barium is to:",Distend the colon and coat mucosa for improved detail,Reduce patient dose,Decrease contrast resolution,Eliminate the need for compression,A,Air distends the colon and enhances mucosal coating/detail with barium.,chatgpt,2026-03-01,single,A,
S5-0478,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,3,thorax,,decubitus,,general radiography,Which projection is most appropriate to demonstrate pleural effusion layering?,Lateral decubitus with horizontal beam,AP supine,PA erect,AP lordotic,A,Decubitus with horizontal beam demonstrates fluid layering (dependent side).,chatgpt,2026-03-01,single,A,
S5-0479,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,3,thorax,,sternum,,general radiography,"For a lateral sternum, which positioning helps move the sternum off the thoracic spine?",RAO positioning (slight obliquity) to project sternum into the heart shadow,LAO positioning to project sternum over the spine,AP supine to reduce OID,PA prone to magnify the sternum,A,Slight RAO helps project sternum over the heart shadow and away from the spine.,chatgpt,2026-03-01,single,A,
S5-0480,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,2,thorax,,decubitus,,general radiography,Which projection is most appropriate to demonstrate pleural effusion layering?,Lateral decubitus with horizontal beam,AP supine,PA erect,AP lordotic,A,Decubitus with horizontal beam demonstrates fluid layering (dependent side).,chatgpt,2026-03-01,single,A,
S5-0481,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,3,thorax,,sternum,,general radiography,"For a lateral sternum, which positioning helps move the sternum off the thoracic spine?",RAO positioning (slight obliquity) to project sternum into the heart shadow,LAO positioning to project sternum over the spine,AP supine to reduce OID,PA prone to magnify the sternum,A,Slight RAO helps project sternum over the heart shadow and away from the spine.,chatgpt,2026-03-01,single,A,
S5-0482,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,2,thorax,,decubitus,,general radiography,Which projection is most appropriate to demonstrate pleural effusion layering?,Lateral decubitus with horizontal beam,AP supine,PA erect,AP lordotic,A,Decubitus with horizontal beam demonstrates fluid layering (dependent side).,chatgpt,2026-03-01,single,A,
S5-0483,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,2,thorax,,sternum,,general radiography,"For a lateral sternum, which positioning helps move the sternum off the thoracic spine?",RAO positioning (slight obliquity) to project sternum into the heart shadow,LAO positioning to project sternum over the spine,AP supine to reduce OID,PA prone to magnify the sternum,A,Slight RAO helps project sternum over the heart shadow and away from the spine.,chatgpt,2026-03-01,single,A,
S5-0484,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,4,thorax,,decubitus,,general radiography,Which projection is most appropriate to demonstrate pleural effusion layering?,Lateral decubitus with horizontal beam,AP supine,PA erect,AP lordotic,A,Decubitus with horizontal beam demonstrates fluid layering (dependent side).,chatgpt,2026-03-01,single,A,
S5-0485,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,4,GI,,contrast studies,,fluoroscopy,"In a double-contrast barium enema, the purpose of adding air after barium is to:",Distend the colon and coat mucosa for improved detail,Reduce patient dose,Decrease contrast resolution,Eliminate the need for compression,A,Air distends the colon and enhances mucosal coating/detail with barium.,chatgpt,2026-03-01,single,A,
S5-0486,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,3,GI,,contrast studies,,fluoroscopy,"In a double-contrast barium enema, the purpose of adding air after barium is to:",Distend the colon and coat mucosa for improved detail,Reduce patient dose,Decrease contrast resolution,Eliminate the need for compression,A,Air distends the colon and enhances mucosal coating/detail with barium.,chatgpt,2026-03-01,single,A,
S5-0487,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,2,GI,,contrast studies,,fluoroscopy,"In a double-contrast barium enema, the purpose of adding air after barium is to:",Distend the colon and coat mucosa for improved detail,Reduce patient dose,Decrease contrast resolution,Eliminate the need for compression,A,Air distends the colon and enhances mucosal coating/detail with barium.,chatgpt,2026-03-01,single,A,
S5-0488,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,3,thorax,,PA chest,,general radiography,"For a PA chest radiograph, the shoulders should be rolled forward primarily to:",Move scapulae laterally off the lung fields,Increase OID to magnify the heart,Reduce motion blur,Increase scatter to improve contrast,A,"Rolling shoulders forward moves scapulae laterally, improving visualization of lungs.",chatgpt,2026-03-01,single,A,
S5-0489,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,3,thorax,,sternum,,general radiography,"For a lateral sternum, which positioning helps move the sternum off the thoracic spine?",RAO positioning (slight obliquity) to project sternum into the heart shadow,LAO positioning to project sternum over the spine,AP supine to reduce OID,PA prone to magnify the sternum,A,Slight RAO helps project sternum over the heart shadow and away from the spine.,chatgpt,2026-03-01,single,A,
S5-0490,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,2,abdomen,,upright abdomen,,general radiography,"For an AP abdomen upright, the primary reason for the upright position is to demonstrate:",Air-fluid levels and free intraperitoneal air,Better visualization of kidneys,Reduced magnification of the heart,Improved visualization of femoral heads,A,Upright abdomen helps show air-fluid levels and free air under the diaphragm.,chatgpt,2026-03-01,single,A,
S5-0491,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,3,abdomen,,upright abdomen,,general radiography,"For an AP abdomen upright, the primary reason for the upright position is to demonstrate:",Air-fluid levels and free intraperitoneal air,Better visualization of kidneys,Reduced magnification of the heart,Improved visualization of femoral heads,A,Upright abdomen helps show air-fluid levels and free air under the diaphragm.,chatgpt,2026-03-01,single,A,
S5-0492,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,4,thorax,,decubitus,,general radiography,Which projection is most appropriate to demonstrate pleural effusion layering?,Lateral decubitus with horizontal beam,AP supine,PA erect,AP lordotic,A,Decubitus with horizontal beam demonstrates fluid layering (dependent side).,chatgpt,2026-03-01,single,A,
S5-0493,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,2,thorax,,sternum,,general radiography,"For a lateral sternum, which positioning helps move the sternum off the thoracic spine?",RAO positioning (slight obliquity) to project sternum into the heart shadow,LAO positioning to project sternum over the spine,AP supine to reduce OID,PA prone to magnify the sternum,A,Slight RAO helps project sternum over the heart shadow and away from the spine.,chatgpt,2026-03-01,single,A,
S5-0494,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,3,abdomen,,upright abdomen,,general radiography,"For an AP abdomen upright, the primary reason for the upright position is to demonstrate:",Air-fluid levels and free intraperitoneal air,Better visualization of kidneys,Reduced magnification of the heart,Improved visualization of femoral heads,A,Upright abdomen helps show air-fluid levels and free air under the diaphragm.,chatgpt,2026-03-01,single,A,
S5-0495,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,2,GI,,contrast studies,,fluoroscopy,"In a double-contrast barium enema, the purpose of adding air after barium is to:",Distend the colon and coat mucosa for improved detail,Reduce patient dose,Decrease contrast resolution,Eliminate the need for compression,A,Air distends the colon and enhances mucosal coating/detail with barium.,chatgpt,2026-03-01,single,A,
S5-0496,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,3,abdomen,,upright abdomen,,general radiography,"For an AP abdomen upright, the primary reason for the upright position is to demonstrate:",Air-fluid levels and free intraperitoneal air,Better visualization of kidneys,Reduced magnification of the heart,Improved visualization of femoral heads,A,Upright abdomen helps show air-fluid levels and free air under the diaphragm.,chatgpt,2026-03-01,single,A,
S5-0497,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,2,thorax,,PA chest,,general radiography,"For a PA chest radiograph, the shoulders should be rolled forward primarily to:",Move scapulae laterally off the lung fields,Increase OID to magnify the heart,Reduce motion blur,Increase scatter to improve contrast,A,"Rolling shoulders forward moves scapulae laterally, improving visualization of lungs.",chatgpt,2026-03-01,single,A,
